lead_time,stays_in_weekend_nights,stays_in_week_nights,Average Daily Rate,total_of_special_requests,is_canceled
189,0,3,191.0,2,0
129,4,5,114.75,3,0
49,3,5,46.27,1,0
2,2,0,122.0,1,0
0,0,1,90.0,0,0
42,0,2,111.0,1,0
16,1,3,111.75,1,0
218,1,2,106.1,2,0
10,0,1,189.0,0,0
1,1,0,65.0,2,0
1,1,0,65.6,1,0
11,0,1,48.0,2,0
12,0,4,164.0,1,0
208,2,6,123.0,1,0
133,2,2,117.3,2,0
84,2,4,66.67,2,0
163,2,6,80.95,0,0
0,0,1,52.8,0,0
128,0,3,146.7,2,0
114,3,7,176.0,1,0
107,0,4,139.5,1,0
7,0,2,135.0,0,0
93,0,3,129.0,1,0
4,0,5,90.0,2,0
132,1,3,101.58,1,0
164,0,2,152.1,0,0
113,2,5,137.21,2,0
25,0,2,72.0,1,0
8,1,2,123.33,0,0
80,1,1,63.65,1,0
134,2,4,135.15,2,0
90,1,3,117.0,1,0
33,0,3,129.0,1,0
63,0,4,49.0,0,0
23,2,3,94.86,0,0
16,0,2,163.35,1,0
2,2,0,104.0,1,0
123,0,2,126.3,1,0
96,1,1,67.5,1,0
21,2,5,241.0,1,0
25,0,2,54.0,2,0
43,2,3,110.16,2,0
110,1,2,114.3,1,0
62,1,3,101.15,2,0
11,0,3,227.15,1,0
33,0,0,0.0,2,0
0,1,1,139.0,2,0
49,1,2,111.0,1,0
22,0,4,114.5,1,0
65,2,7,121.39,1,0
217,1,2,180.0,0,0
299,0,1,99.0,1,0
59,1,3,162.0,3,0
94,1,2,87.3,1,0
220,1,2,99.2,1,0
25,4,6,39.0,2,0
102,2,1,63.86,1,0
136,0,3,56.0,2,0
163,1,1,91.63,1,0
62,0,1,159.3,2,0
10,0,1,48.0,1,0
148,2,5,105.96,1,0
6,0,2,136.8,2,0
126,0,1,114.3,1,0
160,0,1,145.8,2,0
3,0,1,95.0,1,0
19,2,2,66.0,1,0
89,1,1,72.42,1,0
128,2,3,162.0,2,0
0,1,2,79.0,1,0
54,2,1,146.92,2,0
90,1,3,91.8,0,0
13,2,3,87.78,1,0
274,1,2,39.8,2,0
140,1,3,118.8,1,0
51,1,5,130.9,2,0
101,1,2,147.0,1,0
6,1,1,108.0,0,0
1,0,3,177.0,0,0
18,1,0,139.0,3,0
14,1,3,74.8,2,0
189,0,3,102.6,2,0
134,0,4,89.25,1,0
62,2,0,150.0,1,0
21,0,1,94.5,1,0
117,0,3,114.3,1,0
54,0,2,190.8,3,0
190,2,2,99.95,1,0
120,0,4,83.0,0,0
33,0,3,135.5,2,0
81,2,3,117.9,1,0
280,0,2,129.6,2,0
25,2,2,108.8,1,0
16,0,3,147.33,1,0
145,2,4,69.56,0,0
54,2,3,100.3,0,0
6,2,2,95.5,2,0
65,0,1,168.3,2,0
38,2,3,126.6,1,0
285,0,3,95.4,1,0
78,1,0,42.0,2,0
3,0,1,75.0,1,0
4,0,4,89.0,0,0
1,0,1,79.0,0,0
51,0,1,137.7,1,0
62,1,1,106.2,0,0
45,2,2,270.0,2,0
103,0,3,137.7,1,0
16,0,2,139.0,1,0
1,0,1,166.0,3,0
39,2,3,203.85,2,0
5,2,3,165.32,2,0
17,0,2,209.0,0,0
33,2,4,91.67,1,0
2,2,1,48.05,1,0
236,1,1,103.5,1,0
110,2,3,109.25,1,0
14,1,1,136.0,2,0
32,0,2,140.0,1,0
9,0,1,94.71,0,0
127,0,3,189.33,0,0
159,2,5,97.43,2,0
102,1,2,135.0,0,0
130,2,1,104.4,2,0
98,2,4,156.0,0,0
8,0,2,240.0,2,0
8,0,3,151.33,2,0
25,2,1,114.0,1,0
1,0,1,40.0,1,0
64,1,1,154.1,1,0
19,2,5,115.11,1,0
90,0,5,196.34,2,0
1,0,2,98.0,0,0
142,1,2,175.33,1,0
26,2,2,151.0,2,0
75,1,3,130.0,1,0
26,0,1,67.76,1,0
38,0,3,136.8,1,0
7,0,1,137.0,2,0
101,2,0,103.5,1,0
206,1,2,144.0,1,0
97,0,1,76.5,1,0
73,2,2,96.9,1,0
8,0,1,105.0,2,0
7,0,4,159.5,0,0
23,0,3,68.0,2,0
15,1,2,40.4,0,0
2,0,2,120.0,0,0
185,0,1,189.0,2,0
210,1,1,126.0,0,0
48,1,4,198.0,1,0
207,2,0,177.3,2,0
6,0,1,94.0,0,0
2,0,2,133.5,2,0
135,0,1,211.5,3,0
207,1,2,99.0,1,0
35,0,3,93.63,1,0
8,2,2,86.72,1,0
25,2,1,129.33,0,0
16,0,1,101.0,1,0
0,0,2,162.0,1,0
0,0,1,89.0,1,0
90,2,1,135.0,1,0
42,0,1,80.3,1,0
2,0,1,172.0,0,0
115,0,4,77.18,1,0
117,2,2,123.3,2,0
180,1,0,51.28,2,0
222,2,5,64.0,2,0
1,1,4,92.0,2,0
0,1,0,160.0,1,0
40,2,3,74.8,0,0
45,2,2,46.9,1,0
65,1,3,162.0,0,0
31,2,2,149.4,2,0
65,1,2,111.0,0,0
8,2,1,132.6,2,0
85,1,2,61.8,1,0
1,1,1,166.0,3,0
1,0,1,108.0,0,0
82,1,3,121.9,2,0
63,1,1,140.0,2,0
5,0,1,54.0,0,0
89,1,1,116.1,0,0
113,0,4,48.0,1,0
195,2,5,112.2,2,0
8,2,1,77.92,0,0
137,2,3,117.3,2,0
15,1,3,236.0,1,0
70,1,3,90.56,1,0
88,0,2,69.5,1,0
39,1,3,154.25,1,0
0,1,0,88.0,0,0
0,0,1,99.0,0,0
18,1,1,129.0,1,0
2,0,1,108.0,1,0
68,2,1,135.0,3,0
16,2,5,151.0,1,0
25,0,2,149.0,1,0
1,0,1,43.0,0,0
13,0,1,75.0,1,0
258,1,0,64.8,2,0
74,0,2,111.6,2,0
34,1,1,115.2,1,0
156,2,1,103.5,0,0
21,0,3,68.0,2,0
30,0,2,88.4,0,0
126,0,2,85.0,2,0
56,0,4,119.0,2,0
6,1,4,91.32,0,0
247,2,3,67.26,1,0
137,1,4,132.3,2,0
49,0,4,74.8,1,0
1,0,2,43.0,0,0
352,0,3,90.05,1,0
147,2,2,190.8,0,0
214,2,4,115.8,0,0
120,0,4,71.7,1,0
107,2,2,185.0,2,0
2,2,1,196.0,3,0
29,0,2,55.8,2,0
51,1,3,55.0,1,0
197,1,1,85.5,1,0
33,2,2,100.3,2,0
24,1,0,120.0,1,0
71,0,4,55.8,1,0
7,0,2,159.0,3,0
84,2,1,114.0,2,0
1,0,1,122.0,2,0
31,0,1,99.0,2,0
17,1,3,141.0,3,0
0,1,1,126.0,0,0
68,2,1,96.6,2,0
74,0,4,99.45,0,0
74,0,3,126.9,0,0
38,1,2,61.07,1,0
42,4,12,91.23,0,0
4,0,2,151.5,0,0
69,2,2,130.5,0,0
20,0,1,127.0,2,0
158,1,3,121.55,2,0
36,1,2,109.0,1,0
1,1,0,106.0,1,0
19,2,3,105.0,1,0
136,2,3,86.36,1,0
72,0,3,105.3,3,0
165,2,4,108.04,0,0
182,0,2,117.9,2,0
96,0,3,120.0,1,0
98,2,2,119.85,0,0
10,0,2,75.0,1,0
2,0,2,97.0,2,0
9,1,3,34.56,0,0
25,2,2,128.5,0,0
97,0,2,144.0,1,0
6,1,0,88.0,0,0
7,0,1,184.0,2,0
96,2,3,87.55,1,0
168,4,10,106.57,1,0
141,1,2,152.1,0,0
77,0,2,120.0,1,0
9,2,1,130.0,2,0
11,2,2,110.46,1,0
44,0,4,167.69,1,0
123,1,2,90.0,2,0
3,0,5,181.18,0,0
7,0,2,151.0,1,0
1,0,1,59.03,0,0
176,1,5,203.67,2,0
1,0,1,135.0,1,0
168,2,1,121.68,0,0
78,1,4,100.3,1,0
126,2,6,50.06,1,0
36,0,2,55.09,1,0
7,2,2,146.75,1,0
9,2,1,117.9,3,0
91,2,4,60.0,1,0
54,1,4,95.36,0,0
186,0,5,90.95,2,0
12,2,5,144.4,1,0
27,0,1,174.0,0,0
207,3,6,144.0,2,0
49,1,0,121.5,1,0
129,1,2,152.0,0,0
15,2,4,43.0,2,0
125,1,2,155.7,0,0
46,1,5,124.71,0,0
28,1,1,136.0,0,0
23,0,4,125.8,2,0
57,0,4,79.2,1,0
7,1,0,88.0,2,0
0,0,3,132.16,0,0
0,1,0,99.0,0,0
207,0,2,79.2,1,0
214,1,3,130.0,2,0
64,0,2,80.1,0,0
2,0,1,156.0,0,0
189,2,0,114.0,1,0
10,1,0,153.0,0,0
117,1,2,126.9,0,0
1,0,3,120.0,1,0
28,0,3,108.42,0,0
12,1,2,117.88,1,0
77,2,0,140.4,0,0
84,2,1,121.67,1,0
122,2,2,105.83,2,0
2,0,3,110.67,0,0
225,2,5,103.46,0,0
320,2,5,74.25,1,0
21,0,2,110.0,2,0
82,2,1,68.47,0,0
21,1,2,74.37,1,0
48,0,1,160.0,1,0
28,1,2,143.33,0,0
14,0,2,126.0,0,0
7,1,4,210.0,2,0
83,2,1,150.0,1,0
4,1,2,43.0,2,0
45,0,2,150.0,1,0
1,0,1,54.0,2,0
64,2,2,117.0,1,0
108,1,1,148.5,1,0
83,1,4,106.38,1,0
25,1,0,108.0,2,0
16,0,2,107.0,0,0
5,0,2,119.0,0,0
0,0,0,0.0,2,0
82,0,2,112.0,1,0
301,0,4,108.9,1,0
124,1,2,143.7,1,0
320,2,1,94.95,1,0
12,2,0,167.0,1,0
140,2,5,166.91,0,0
13,2,4,186.0,1,0
1,0,1,210.0,1,0
30,1,0,15.0,1,0
12,0,1,260.0,1,0
19,1,2,136.0,1,0
1,1,3,182.5,0,0
7,0,1,43.0,1,0
84,1,2,127.8,0,0
137,2,5,102.73,1,0
118,1,2,151.83,1,0
17,0,2,63.0,0,0
24,0,4,134.3,0,0
35,1,2,94.5,0,0
25,0,2,66.22,1,0
169,1,2,137.7,1,0
59,1,2,137.7,0,0
187,2,5,107.1,1,0
0,1,4,76.47,1,0
36,0,3,229.0,1,0
42,2,5,197.14,0,0
87,1,3,46.16,1,0
17,1,3,213.0,2,0
93,2,5,69.71,2,0
77,2,2,162.0,1,0
26,1,1,192.0,1,0
34,0,2,104.85,0,0
20,2,3,145.0,1,0
1,0,1,58.0,1,0
5,1,1,107.5,1,0
15,1,2,64.67,2,0
122,1,3,60.59,0,0
20,1,1,113.0,0,0
57,2,1,94.5,2,0
3,1,0,90.0,3,0
10,1,3,58.0,2,0
0,1,0,80.1,1,0
145,1,3,174.15,2,0
7,0,0,0.0,1,0
0,1,0,68.53,0,0
25,2,4,118.15,1,0
88,2,2,150.45,2,0
3,0,4,93.0,1,0
19,1,4,99.0,3,0
156,2,4,98.05,1,0
16,1,1,186.0,0,0
9,0,2,65.0,2,0
100,0,2,79.2,1,0
25,1,3,78.54,1,0
1,0,3,177.0,4,0
18,1,0,104.0,0,0
123,0,1,98.0,1,0
167,2,2,141.0,2,0
1,1,1,120.0,1,0
37,0,1,146.0,1,0
98,2,5,109.81,0,0
59,1,0,108.0,0,0
26,2,2,58.0,0,0
23,0,1,140.0,2,0
189,0,4,112.2,2,0
1,0,0,0.0,1,0
53,1,3,139.5,1,0
24,2,1,62.67,0,0
213,1,2,94.5,1,0
18,0,1,66.0,1,0
35,0,1,88.0,2,0
3,0,1,75.0,2,0
17,2,1,78.0,0,0
77,1,2,67.59,1,0
0,0,1,48.0,0,0
124,1,2,143.7,2,0
82,1,3,134.0,0,0
126,1,5,111.35,1,0
74,2,2,144.0,2,0
0,0,2,136.0,1,0
126,1,5,111.35,1,0
7,0,1,43.0,2,0
24,2,0,52.0,1,0
53,0,1,89.4,2,0
27,2,3,75.0,2,0
15,0,2,88.0,1,0
2,0,3,54.0,0,0
37,0,1,72.38,1,0
24,0,1,115.0,2,0
104,0,3,110.1,1,0
142,0,3,126.0,0,0
25,1,0,91.2,0,0
0,0,1,38.77,1,0
17,0,1,196.0,2,0
46,1,1,163.8,2,0
125,0,1,177.3,0,0
34,1,1,118.0,0,0
58,1,3,162.0,1,0
2,2,4,91.38,0,0
120,2,1,37.0,1,0
216,2,1,96.3,2,0
1,0,2,56.4,1,0
180,2,5,130.5,0,0
212,1,4,156.25,1,0
86,0,1,129.0,1,0
282,0,2,113.9,1,0
4,2,5,92.43,1,0
35,0,2,48.0,1,0
118,1,2,107.25,2,0
166,0,2,90.0,1,0
32,0,2,126.0,2,0
14,0,3,158.0,0,0
156,1,4,130.0,1,0
33,1,3,143.28,0,0
183,2,3,100.3,1,0
6,2,1,150.0,2,0
68,2,4,208.0,0,0
40,0,4,90.27,0,0
150,0,3,37.8,2,0
72,1,4,76.5,0,0
66,0,1,105.3,2,0
22,0,4,115.0,2,0
23,0,1,89.5,1,0
25,1,3,134.3,0,0
4,0,3,139.0,4,0
12,0,1,221.0,1,0
51,2,1,114.0,1,0
4,1,2,118.67,1,0
84,0,1,49.2,1,0
76,0,1,93.6,1,0
78,2,2,92.1,0,0
4,0,1,91.0,0,0
141,0,4,129.6,1,0
4,0,3,133.0,2,0
19,2,2,90.71,0,0
18,2,4,212.53,0,0
51,2,0,151.2,1,0
73,2,1,76.5,1,0
11,0,2,74.0,2,0
6,0,2,231.0,1,0
101,0,4,178.2,2,0
97,1,3,110.5,1,0
128,2,3,96.05,2,0
112,0,4,233.0,2,0
0,0,0,0.0,1,0
290,1,2,110.7,0,0
32,1,4,179.4,2,0
71,1,2,125.46,1,0
183,2,4,223.07,1,0
105,0,2,62.86,0,0
21,0,1,85.0,1,0
0,0,1,111.0,1,0
52,2,0,152.1,1,0
9,0,1,79.0,1,0
51,2,4,91.8,2,0
8,0,2,126.0,1,0
12,1,3,178.5,1,0
59,0,5,129.2,2,0
0,1,1,86.1,1,0
281,0,3,109.8,2,0
2,2,1,81.7,0,0
31,0,2,135.9,2,0
6,1,0,164.0,1,0
25,0,4,112.25,1,0
132,1,3,196.5,0,0
193,0,3,93.09,1,0
323,0,1,125.1,2,0
0,1,1,104.0,1,0
117,1,0,108.0,2,0
138,0,5,101.49,1,0
29,0,4,96.3,1,0
26,1,4,99.88,2,0
80,2,3,55.63,1,0
112,1,5,189.0,1,0
54,1,2,126.67,1,0
201,1,3,119.85,2,0
1,0,2,75.0,1,0
240,1,5,138.0,1,0
25,0,3,129.0,0,0
3,1,0,145.0,2,0
98,2,5,130.5,2,0
14,0,2,160.0,1,0
158,1,2,125.0,2,0
158,0,3,137.7,1,0
1,0,1,48.0,1,0
82,2,2,89.1,0,0
239,2,9,165.36,3,0
241,2,4,41.58,1,0
26,2,2,108.58,1,0
3,0,0,0.0,1,0
181,2,2,126.0,1,0
124,0,4,60.0,2,0
3,1,1,88.0,2,0
242,2,5,160.0,2,0
16,2,5,131.43,2,0
1,1,2,74.0,1,0
9,2,0,97.02,1,0
95,2,5,42.43,1,0
109,2,4,73.74,1,0
57,0,4,85.85,1,0
19,2,1,119.33,2,0
0,0,2,156.0,1,0
57,2,3,110.36,2,0
13,2,0,57.0,0,0
32,2,1,94.5,3,0
94,2,5,69.1,1,0
39,2,3,100.62,0,0
0,0,2,137.0,1,0
121,1,5,88.4,1,0
1,0,1,43.0,0,0
36,1,3,108.8,1,0
224,1,1,107.1,1,0
8,1,1,187.55,1,0
0,0,1,75.0,0,0
246,2,7,72.0,1,0
0,0,1,77.5,0,0
30,0,4,144.8,1,0
112,0,1,120.9,1,0
202,2,5,118.75,1,0
3,1,0,155.0,3,0
189,1,2,53.57,1,0
37,2,2,95.0,0,0
0,1,0,174.0,2,0
40,0,2,134.1,2,0
18,0,2,54.0,0,0
221,1,3,105.08,1,0
0,0,1,106.0,0,0
76,1,5,76.5,1,0
5,0,1,110.0,3,0
48,1,3,115.6,0,0
7,2,1,177.0,2,0
3,0,2,164.0,1,0
12,2,1,114.0,0,0
4,0,1,151.0,1,0
1,0,2,97.0,1,0
228,0,2,89.1,1,0
25,2,4,101.33,2,0
5,2,0,40.0,1,0
3,1,0,89.0,0,0
1,0,1,64.0,0,0
15,0,1,115.0,3,0
133,1,1,85.59,2,0
22,1,1,60.0,3,0
27,1,0,90.0,1,0
87,0,2,195.0,1,0
51,0,2,117.9,1,0
3,2,3,229.0,2,0
5,1,4,161.0,0,0
10,0,1,114.73,1,0
96,2,1,138.0,0,0
72,1,5,47.85,1,0
6,0,1,140.0,1,0
20,1,3,118.25,0,0
46,0,2,99.0,1,0
15,0,2,80.4,1,0
20,2,5,161.0,1,0
181,2,4,127.5,1,0
135,0,3,103.5,1,0
25,4,6,39.0,2,0
144,1,1,81.08,0,0
33,1,4,75.23,2,0
61,0,3,93.6,1,0
91,2,2,125.0,0,0
220,0,3,89.27,0,0
53,2,4,121.35,1,0
69,0,3,126.9,1,0
98,1,5,117.8,1,0
259,1,2,89.1,1,0
71,1,2,189.0,0,0
36,0,3,106.4,1,0
225,1,3,72.0,2,0
4,1,1,108.0,0,0
50,0,3,57.93,1,0
145,0,2,105.3,1,0
52,0,3,86.4,1,0
50,0,2,88.0,0,0
121,2,5,137.57,0,0
7,2,1,89.0,1,0
104,1,5,65.67,1,0
38,2,2,97.75,1,0
63,2,0,99.0,0,0
8,1,1,53.86,1,0
60,2,5,167.04,0,0
4,0,1,100.08,1,0
45,2,5,186.29,1,0
250,2,3,107.1,1,0
131,0,3,216.67,0,0
125,1,5,80.75,2,0
26,1,2,65.14,1,0
19,1,2,221.0,2,0
58,2,3,97.47,1,0
0,1,0,49.0,0,0
57,1,4,64.67,1,0
4,2,1,54.0,1,0
64,0,2,144.0,2,0
45,2,2,79.33,1,0
87,2,5,109.03,1,0
59,1,1,149.0,1,0
24,2,0,101.0,1,0
22,2,3,97.58,0,0
169,0,3,103.5,1,0
34,2,4,207.52,1,0
76,0,3,159.3,1,0
231,2,4,315.33,5,0
30,2,2,113.75,2,0
11,0,1,109.0,1,0
137,2,5,115.3,0,0
0,0,1,40.0,0,0
8,0,3,241.0,3,0
116,1,2,60.98,1,0
73,1,3,40.23,1,0
31,0,1,89.4,2,0
64,2,2,83.48,0,0
123,1,4,129.6,1,0
69,2,3,82.45,0,0
58,2,1,72.0,0,0
76,1,2,108.0,1,0
125,2,4,88.4,1,0
95,2,2,162.0,0,0
45,0,2,108.0,0,0
14,2,1,150.0,0,0
69,2,2,160.0,0,0
19,2,0,109.0,1,0
12,0,4,184.0,3,0
280,2,0,152.38,1,0
94,0,2,115.5,1,0
84,0,1,153.0,1,0
1,0,1,48.0,0,0
162,0,4,74.8,3,0
42,2,4,48.5,1,0
8,0,1,160.0,1,0
38,0,3,160.0,1,0
7,2,0,140.0,1,0
109,1,2,109.41,0,0
9,1,2,80.3,1,0
116,2,3,124.3,2,0
120,2,5,49.51,4,0
42,0,3,180.0,2,0
4,0,1,58.0,0,0
47,1,2,46.8,2,0
166,2,3,99.45,1,0
109,0,3,149.4,2,0
25,0,3,94.33,0,0
74,2,3,89.32,2,0
45,2,4,80.33,1,0
317,1,2,108.9,1,0
0,0,0,0.0,1,0
159,2,2,130.5,0,0
50,2,2,64.8,1,0
1,0,1,111.0,1,0
263,0,1,107.1,2,0
25,0,1,140.0,0,0
25,0,3,61.19,1,0
9,1,0,99.0,1,0
207,2,3,80.01,3,0
16,1,3,96.36,1,0
25,2,2,240.5,1,0
22,0,2,141.0,1,0
1,1,2,117.5,2,0
6,1,1,95.0,2,0
184,2,6,107.1,1,0
76,0,3,140.4,2,0
87,0,4,42.0,1,0
1,1,1,114.0,0,0
3,0,1,180.0,1,0
104,0,5,146.75,1,0
169,1,0,125.1,2,0
71,2,2,131.4,1,0
51,0,1,133.2,1,0
109,0,2,131.8,4,0
4,0,2,62.0,1,0
60,0,3,146.33,0,0
74,0,1,38.04,1,0
76,1,3,37.8,3,0
120,1,3,46.8,3,0
89,0,1,72.07,1,0
78,0,3,96.3,1,0
110,2,5,128.57,1,0
190,2,2,109.3,0,0
136,2,4,181.0,1,0
8,2,4,105.67,2,0
1,1,1,137.0,1,0
10,2,2,74.8,1,0
16,2,1,52.8,2,0
133,0,1,107.1,1,0
47,0,3,116.1,1,0
8,0,2,229.0,1,0
0,1,1,114.0,0,0
59,2,1,68.45,2,0
62,1,3,70.78,1,0
139,1,3,144.0,2,0
35,1,1,137.7,2,0
148,2,6,113.69,3,0
1,1,1,188.1,1,0
90,0,5,94.0,1,0
68,2,1,96.6,1,0
125,1,0,103.2,0,0
42,2,1,112.0,1,0
0,0,1,67.5,1,0
14,0,1,124.0,1,0
4,2,5,87.0,1,0
11,2,3,109.3,1,0
16,2,2,187.5,1,0
0,0,1,115.0,1,0
155,1,3,137.25,1,0
15,1,4,60.0,0,0
1,1,3,48.0,2,0
159,2,1,108.0,1,0
31,2,3,78.2,1,0
137,0,3,105.3,0,0
45,1,3,78.54,1,0
345,2,1,90.2,1,0
134,1,2,146.7,1,0
50,2,4,216.0,1,0
237,1,2,72.42,2,0
29,1,3,120.7,1,0
19,0,1,120.0,2,0
19,1,1,117.0,3,0
17,0,2,161.0,0,0
4,1,1,126.0,2,0
37,0,3,89.3,0,0
116,0,3,100.0,0,0
66,0,3,71.1,1,0
0,0,2,58.0,2,0
232,1,3,121.5,3,0
0,0,1,39.0,1,0
215,1,4,76.24,0,0
0,1,0,140.0,1,0
62,2,1,178.2,0,0
6,1,2,68.33,2,0
15,0,5,219.0,1,0
117,0,2,111.0,1,0
15,1,1,141.0,1,0
117,2,7,218.11,2,0
149,2,5,49.94,2,0
174,0,3,153.9,1,0
77,1,1,96.3,1,0
40,2,0,90.71,0,0
55,1,0,54.05,1,0
1,1,1,48.0,0,0
1,0,3,31.45,1,0
19,0,3,117.0,1,0
7,1,2,120.0,0,0
2,0,1,89.0,1,0
236,2,5,128.57,2,0
146,0,2,123.3,1,0
209,2,2,152.1,1,0
11,0,1,58.0,1,0
46,1,0,116.1,0,0
137,0,2,135.9,2,0
117,0,2,105.3,2,0
5,0,4,144.0,0,0
0,0,1,154.0,0,0
6,1,0,138.0,3,0
78,1,2,88.8,0,0
76,0,2,304.0,3,0
1,0,1,110.71,0,0
74,2,5,61.08,1,0
0,0,0,0.0,1,0
13,0,1,127.0,2,0
133,0,1,108.0,1,0
68,1,1,68.0,2,0
156,2,3,106.25,1,0
34,1,1,88.0,1,0
53,2,5,59.4,1,0
1,0,2,114.0,1,0
318,1,3,61.68,2,0
74,2,3,197.82,0,0
6,2,8,35.99,1,0
189,2,0,119.0,3,0
105,0,3,144.0,0,0
73,1,2,79.2,2,0
50,2,2,68.07,1,0
65,2,5,82.45,1,0
17,1,0,97.0,2,0
128,0,1,93.6,1,0
74,2,2,62.48,2,0
28,2,3,103.4,2,0
12,3,7,47.2,0,0
5,0,2,169.0,1,0
2,1,3,74.8,1,0
66,0,4,292.75,1,0
84,0,1,117.0,1,0
74,2,7,134.0,0,0
44,1,0,89.1,2,0
1,0,1,73.92,1,0
48,0,3,98.87,2,0
177,0,2,99.0,2,0
71,2,4,120.15,2,0
13,0,1,140.0,1,0
5,0,1,60.0,1,0
251,0,1,96.3,1,0
69,2,5,53.14,2,0
74,1,0,112.5,0,0
59,0,3,123.3,2,0
34,2,3,94.3,0,0
1,0,2,48.0,0,0
19,0,2,98.0,1,0
124,1,1,99.0,1,0
193,1,3,88.4,2,0
58,2,4,119.85,1,0
47,0,1,71.1,1,0
312,1,5,99.0,2,0
6,2,1,100.8,1,0
39,1,0,129.7,0,0
31,1,2,53.19,1,0
41,3,8,43.0,2,0
17,1,2,71.0,0,0
175,3,5,153.39,2,0
83,0,2,126.0,3,0
77,2,1,189.0,2,0
55,1,3,93.0,2,0
64,0,4,92.35,2,0
155,1,3,137.25,2,0
23,0,3,176.67,1,0
93,0,2,166.0,0,0
44,1,2,125.1,1,0
24,1,4,105.6,2,0
1,1,0,88.2,1,0
5,1,0,52.0,0,0
110,0,3,86.4,0,0
108,0,5,192.0,0,0
87,0,2,79.2,2,0
101,1,1,61.2,0,0
56,2,3,60.98,1,0
17,0,3,65.0,1,0
6,1,4,159.0,1,0
63,0,3,48.51,1,0
159,0,1,85.5,0,0
1,2,4,90.0,1,0
3,2,3,100.3,3,0
229,0,3,70.44,2,0
40,0,3,160.0,2,0
24,0,1,180.0,1,0
9,0,1,65.0,2,0
218,0,3,130.5,1,0
190,1,3,117.0,1,0
55,1,3,70.69,1,0
25,0,3,129.0,0,0
6,0,3,144.4,1,0
4,1,1,170.0,2,0
163,0,3,147.84,0,0
177,0,4,76.5,2,0
89,1,0,137.7,2,0
112,2,5,225.0,2,0
33,0,1,80.0,1,0
228,0,2,91.51,1,0
110,2,7,160.0,0,0
0,1,4,48.0,1,0
0,0,1,49.0,0,0
39,1,3,83.9,1,0
29,1,2,184.06,1,0
163,2,6,36.0,1,0
45,0,2,93.6,1,0
27,0,3,190.0,1,0
5,2,1,88.0,2,0
11,1,2,60.0,1,0
0,2,0,126.0,0,0
2,2,0,99.0,2,0
1,0,2,188.0,1,0
40,2,1,172.0,2,0
36,2,1,64.0,0,0
18,1,1,148.0,1,0
175,0,2,89.1,0,0
39,1,4,66.64,0,0
175,0,5,164.7,0,0
5,1,1,154.0,4,0
0,0,1,55.0,2,0
0,1,1,73.05,2,0
29,2,1,150.17,3,0
59,0,1,139.5,1,0
194,2,5,39.27,2,0
0,0,2,77.3,0,0
5,0,1,198.0,0,0
1,0,1,52.0,0,0
0,0,2,81.0,2,0
120,0,5,62.8,1,0
57,2,2,63.0,1,0
100,1,1,219.6,2,0
277,0,3,82.1,0,0
2,0,1,126.0,1,0
209,3,7,152.3,1,0
2,0,1,60.83,1,0
112,1,3,91.8,3,0
171,0,2,130.0,1,0
207,2,3,76.5,2,0
203,0,3,57.93,2,0
240,0,3,138.6,2,0
66,0,3,135.0,3,0
0,0,2,41.89,1,0
9,0,3,145.0,0,0
8,0,2,90.0,2,0
207,1,3,37.8,3,0
130,1,3,170.0,1,0
8,1,2,103.0,1,0
25,0,2,140.0,1,0
20,2,0,201.5,2,0
119,0,1,108.0,0,0
5,1,1,250.0,1,0
10,0,4,180.0,1,0
12,0,2,151.0,2,0
60,0,2,90.9,1,0
213,1,5,127.9,2,0
25,0,1,56.0,2,0
62,0,1,109.8,1,0
1,0,2,68.0,0,0
105,2,2,139.5,0,0
0,1,0,77.49,0,0
160,2,2,125.1,2,0
62,2,2,63.49,1,0
22,0,3,95.0,1,0
1,2,4,108.8,2,0
183,0,5,187.5,0,0
192,0,3,121.5,1,0
114,2,5,111.73,1,0
35,2,5,196.14,1,0
28,3,5,127.93,0,0
38,1,3,99.9,2,0
2,1,3,56.0,1,0
37,1,3,81.9,2,0
63,2,0,117.0,0,0
49,1,2,77.69,1,0
1,2,5,88.0,2,0
17,2,3,111.52,0,0
57,2,2,100.3,1,0
138,1,2,91.48,1,0
12,0,4,187.5,1,0
9,1,0,189.0,0,0
249,0,1,117.9,2,0
29,1,0,120.0,1,0
215,0,2,94.05,1,0
98,1,5,89.5,2,0
1,2,1,90.0,0,0
71,2,1,112.8,0,0
48,2,5,86.0,3,0
145,0,2,142.2,0,0
55,0,2,113.4,2,0
232,0,2,208.0,0,0
25,2,5,69.0,1,0
8,2,2,54.71,1,0
8,0,2,71.0,1,0
0,0,1,48.0,1,0
4,0,2,142.0,1,0
58,0,2,149.4,1,0
50,2,3,56.0,1,0
2,2,4,80.67,0,0
173,2,1,98.1,1,0
45,1,2,65.0,1,0
291,4,10,121.5,3,0
45,0,2,172.0,0,0
63,1,1,140.4,2,0
29,2,8,103.18,1,0
0,2,1,98.1,0,0
4,0,1,77.0,1,0
4,1,1,48.0,1,0
0,1,0,140.0,1,0
24,1,1,155.0,2,0
49,2,1,64.8,3,0
124,1,1,99.0,1,0
76,1,3,99.73,2,0
16,2,0,75.0,3,0
105,0,2,60.98,1,0
20,1,0,118.0,0,0
258,1,3,84.38,1,0
82,0,3,105.0,1,0
3,2,4,54.0,0,0
115,1,2,96.33,1,0
95,0,1,106.71,1,0
62,0,2,132.6,1,0
